Brand,Model,Fuel_Type,Transmission,Body_Type,Color,Price_INR,Engine_Size,Horsepower,Top_Speed,Customisable_Interiors,Mileage_kmpl,Units_Sold,Profitability
Tata,TAT572,Petrol,Automatic,Hatchback,Green,1018000.0,1.0,90,143,No,16.5,479,1
Tata,TAT781,Petrol,Manual,Sedan,Green,1103000.0,1.2,98,160,No,18.6,214,1
Kia,KIA771,Hybrid,Manual,Coupe,White,4478000.0,2.8,199,183,No,21.1,263,1
Tata,TAT492,Diesel,Manual,Pickup,Blue,1078000.0,1.1,71,166,Yes,14.1,600,1
Honda,HON648,Diesel,Manual,Hatchback,White,2651000.0,1.5,198,198,No,14.9,346,1
Maruti Suzuki,MAR834,Petrol,Manual,Sedan,Red,1830000.0,1.7,118,133,Yes,12.7,712,1
Tata,TAT792,Diesel,Manual,Pickup,Blue,938000.0,1.1,70,140,No,15.3,615,1
Mahindra,MAH517,Petrol,Automatic,SUV,Blue,3024000.0,2.4,239,170,No,12.3,401,1
Mercedes,MER883,Diesel,Automatic,Sedan,Silver,16037000.0,3.7,400,185,Yes,17.0,256,1
Ford,FOR348,Petrol,Manual,Sedan,Blue,1804000.0,3.1,104,142,Yes,13.9,314,1
BMW,BMW603,Diesel,Automatic,Sedan,Grey,9205000.0,3.9,215,210,Yes,13.6,446,1
Mercedes,MER131,Petrol,Manual,Coupe,White,19515000.0,4.6,421,207,No,18.7,30,0
Honda,HON406,Petrol,Manual,Sedan,Silver,4120000.0,3.3,139,212,Yes,15.2,289,1
Mercedes,MER265,Diesel,Automatic,Pickup,Black,10538000.0,3.6,276,235,Yes,17.1,483,1
Toyota,TOY842,Petrol,Automatic,Sedan,Red,3610000.0,1.7,245,192,Yes,13.6,294,1
BMW,BMW226,Diesel,Automatic,Sedan,White,6699000.0,3.6,329,193,No,14.8,330,1
Toyota,TOY220,Petrol,Automatic,SUV,Black,3872000.0,1.9,114,219,Yes,14.4,235,1
Tata,TAT246,Electric,Manual,Coupe,Red,1522000.0,1.4,117,145,No,33.8,610,1
Mahindra,MAH222,Petrol,Automatic,Sedan,Blue,4600000.0,3.5,106,206,No,15.1,42,0
Kia,KIA314,Hybrid,Manual,Sedan,Silver,2493000.0,1.6,181,183,No,21.9,545,1
Toyota,TOY744,Petrol,Manual,Sedan,Red,3593000.0,3.4,204,178,Yes,19.3,240,1
Kia,KIA803,Electric,Manual,Hatchback,Green,3018000.0,1.6,212,217,No,30.4,382,1
Hyundai,HYU209,Electric,Automatic,SUV,Blue,2632000.0,2.2,135,203,Yes,34.3,764,1
Maruti Suzuki,MAR116,Hybrid,Manual,Sedan,Grey,717000.0,1.3,108,148,No,29.0,373,1
Tata,TAT197,Hybrid,Automatic,Hatchback,Black,1669000.0,1.9,118,147,No,25.7,428,1
Maruti Suzuki,MAR246,Petrol,Manual,Hatchback,Red,2057000.0,1.6,103,124,No,18.1,685,1
Kia,KIA133,Petrol,Manual,Sedan,Green,2606000.0,3.1,171,161,No,19.6,561,1
Mercedes,MER611,Diesel,Manual,Hatchback,Green,12227000.0,4.1,190,200,No,19.3,30,0
Maruti Suzuki,MAR618,Diesel,Automatic,Coupe,Green,1337000.0,2.0,72,179,Yes,17.6,523,1
Audi,AUD526,Petrol,Automatic,Sedan,Grey,17208000.0,3.6,363,186,No,17.1,454,1
Audi,AUD563,Diesel,Automatic,Pickup,Blue,15570000.0,2.5,379,181,No,19.4,295,1
Maruti Suzuki,MAR446,Petrol,Manual,Pickup,Green,628000.0,1.5,76,148,No,12.1,486,1
Tata,TAT655,Petrol,Manual,SUV,Grey,637000.0,1.0,97,153,Yes,13.9,623,1
Ford,FOR379,Diesel,Manual,SUV,Silver,2558000.0,3.1,196,142,Yes,15.0,397,1
Toyota,TOY376,Petrol,Manual,Sedan,Silver,3077000.0,2.9,135,218,No,17.5,282,1
Honda,HON264,Diesel,Manual,Coupe,Blue,1993000.0,2.3,169,233,Yes,17.8,412,1
Ford,FOR989,Diesel,Manual,Coupe,Red,1949000.0,2.6,93,207,No,18.1,521,1
Honda,HON327,Diesel,Manual,Sedan,Grey,4294000.0,2.6,113,170,Yes,12.1,398,1
Honda,HON464,Hybrid,Manual,Hatchback,Silver,3649000.0,3.1,190,202,Yes,28.0,381,1
Hyundai,HYU715,Petrol,Automatic,Coupe,Grey,4133000.0,2.7,136,249,Yes,19.6,653,1
Honda,HON410,Diesel,Manual,Sedan,Blue,3343000.0,3.1,131,173,No,13.5,345,1
Ford,FOR923,Diesel,Manual,SUV,Silver,2040000.0,2.7,108,144,Yes,15.1,875,1
Toyota,TOY337,Petrol,Manual,Coupe,White,2458000.0,1.9,131,203,No,13.3,525,1
BMW,BMW364,Hybrid,Manual,Sedan,Grey,8172000.0,4.1,218,204,No,23.2,220,1
Mercedes,MER527,Diesel,Automatic,Coupe,Green,17187000.0,3.3,366,272,Yes,13.1,173,0
Mercedes,MER641,Petrol,Automatic,Pickup,White,5774000.0,2.9,270,186,No,17.0,275,1
Mercedes,MER792,Petrol,Automatic,SUV,Green,9069000.0,3.9,181,248,Yes,13.4,390,1
Hyundai,HYU122,Diesel,Manual,Sedan,White,1668000.0,1.5,114,159,Yes,13.3,690,1
Audi,AUD383,Petrol,Automatic,Coupe,Black,13560000.0,3.3,325,205,No,18.9,182,0
Mercedes,MER934,Petrol,Automatic,SUV,White,6285000.0,2.4,359,228,No,17.4,40,0
Maruti Suzuki,MAR493,Diesel,Automatic,Hatchback,Green,1592000.0,2.0,90,146,No,14.0,616,1
Tata,TAT684,Hybrid,Automatic,Sedan,Green,1078000.0,1.5,72,170,Yes,30.0,362,1
Maruti Suzuki,MAR979,Petrol,Automatic,Hatchback,Green,1195000.0,1.8,112,179,No,14.7,481,1
Maruti Suzuki,MAR166,Petrol,Automatic,SUV,Black,1683000.0,1.7,104,132,No,18.8,711,1
Maruti Suzuki,MAR486,Petrol,Automatic,Sedan,Red,1229000.0,1.2,92,171,No,19.7,563,1
Tata,TAT230,Electric,Automatic,SUV,White,1115000.0,1.1,112,156,No,36.9,376,1
Maruti Suzuki,MAR598,Petrol,Manual,Pickup,Silver,1163000.0,1.4,79,146,Yes,16.9,787,1
Ford,FOR253,Diesel,Automatic,Hatchback,Blue,3999000.0,2.3,128,215,Yes,17.9,346,1
Mercedes,MER889,Petrol,Automatic,SUV,Blue,12769000.0,4.2,200,184,Yes,13.2,162,0
Maruti Suzuki,MAR264,Hybrid,Manual,Coupe,Blue,899000.0,1.9,94,142,No,20.7,433,1
Mercedes,MER857,Diesel,Automatic,Sedan,Green,12110000.0,2.3,380,236,No,16.4,259,1
Hyundai,HYU494,Petrol,Automatic,SUV,Silver,2210000.0,1.7,165,213,No,14.4,476,1
Tata,TAT136,Petrol,Automatic,Coupe,Grey,1885000.0,1.1,65,161,Yes,13.5,378,1
Mahindra,MAH626,Electric,Automatic,Pickup,Silver,2421000.0,1.8,207,196,Yes,39.3,238,1
Honda,HON829,Diesel,Manual,SUV,Red,3986000.0,2.8,201,210,Yes,14.4,607,1
Tata,TAT809,Hybrid,Manual,Hatchback,White,1019000.0,1.9,92,138,Yes,27.8,369,1
BMW,BMW589,Electric,Manual,Pickup,Red,11657000.0,4.9,445,226,No,26.7,266,1
Mercedes,MER964,Petrol,Manual,Hatchback,White,13082000.0,2.6,208,185,Yes,16.1,30,0
Honda,HON506,Petrol,Automatic,SUV,White,3470000.0,1.3,123,195,Yes,18.6,535,1
BMW,BMW471,Petrol,Manual,Coupe,Silver,7967000.0,3.2,445,318,Yes,16.8,342,1
BMW,BMW102,Diesel,Manual,Sedan,Grey,15612000.0,4.9,301,189,Yes,17.4,199,0
Kia,KIA713,Petrol,Automatic,SUV,Blue,1749000.0,1.6,247,179,No,12.1,548,1
Honda,HON612,Petrol,Manual,Sedan,Green,4620000.0,2.3,223,183,Yes,12.8,366,1
Mahindra,MAH168,Petrol,Manual,Coupe,Grey,2867000.0,3.3,170,211,Yes,18.5,91,1
Tata,TAT439,Petrol,Automatic,Coupe,Silver,609000.0,1.1,61,161,No,16.2,499,1
Hyundai,HYU261,Diesel,Manual,Coupe,White,2229000.0,3.1,137,245,Yes,14.0,710,1
BMW,BMW102,Electric,Automatic,Coupe,Blue,6964000.0,3.5,193,204,Yes,32.4,218,1
Toyota,TOY927,Hybrid,Manual,Coupe,White,2447000.0,1.5,182,229,No,26.8,118,1
Maruti Suzuki,MAR407,Petrol,Automatic,Hatchback,Grey,1165000.0,1.1,89,173,Yes,15.7,429,1
Toyota,TOY787,Diesel,Automatic,Hatchback,Green,3878000.0,1.6,175,197,Yes,15.2,244,1
Hyundai,HYU966,Petrol,Manual,Sedan,Black,1569000.0,1.7,234,181,Yes,18.5,649,1
Kia,KIA215,Petrol,Manual,SUV,Red,4081000.0,2.3,140,188,Yes,17.4,362,1
Mercedes,MER534,Petrol,Manual,Sedan,White,11771000.0,4.5,229,203,Yes,17.5,144,0
Ford,FOR278,Petrol,Manual,Sedan,Green,4882000.0,2.6,241,197,No,17.8,114,1
Mercedes,MER225,Diesel,Automatic,SUV,Green,11574000.0,2.4,320,197,No,20.0,67,0
Honda,HON800,Diesel,Manual,Sedan,Grey,3100000.0,2.4,93,150,No,18.5,335,1
Maruti Suzuki,MAR736,Diesel,Automatic,Pickup,Silver,1299000.0,1.1,87,135,No,13.8,581,1
Tata,TAT179,Petrol,Automatic,Coupe,Grey,728000.0,2.0,107,135,Yes,15.3,560,1
Audi,AUD166,Diesel,Manual,Pickup,Blue,15571000.0,3.1,333,217,No,15.2,186,0
Honda,HON104,Diesel,Manual,Coupe,Green,1535000.0,3.1,108,212,No,16.6,780,1
BMW,BMW342,Diesel,Automatic,Hatchback,Silver,14442000.0,3.2,378,189,No,17.2,30,0
Mahindra,MAH121,Hybrid,Automatic,Pickup,White,1888000.0,2.0,176,155,Yes,29.5,411,1
Ford,FOR330,Hybrid,Manual,Hatchback,Green,3762000.0,1.3,179,203,Yes,22.5,30,0
Toyota,TOY650,Petrol,Manual,Pickup,Red,2286000.0,2.6,248,169,Yes,16.4,494,1
Kia,KIA167,Petrol,Automatic,Pickup,Silver,2845000.0,3.2,228,154,No,19.2,173,1
Mahindra,MAH222,Petrol,Manual,Coupe,Black,2955000.0,2.7,98,200,Yes,15.7,536,1
Toyota,TOY326,Diesel,Manual,Pickup,Black,1837000.0,1.3,103,204,No,19.3,331,1
Mercedes,MER437,Petrol,Manual,Coupe,Blue,14403000.0,4.9,260,302,No,16.0,104,0
Toyota,TOY837,Diesel,Manual,SUV,White,4343000.0,1.5,245,175,No,19.6,666,1
Audi,AUD189,Petrol,Manual,Pickup,Black,16531000.0,4.2,347,209,No,18.3,30,0
Kia,KIA650,Petrol,Manual,Pickup,White,3878000.0,1.2,184,209,No,17.2,369,1
BMW,BMW647,Hybrid,Manual,Sedan,Black,17013000.0,4.2,440,240,No,28.2,265,1
Hyundai,HYU908,Petrol,Manual,SUV,Blue,1608000.0,1.7,179,196,Yes,14.4,508,1
Toyota,TOY791,Petrol,Automatic,Sedan,Red,4458000.0,3.2,236,170,No,15.0,310,1
BMW,BMW567,Diesel,Manual,Sedan,Silver,10599000.0,3.1,359,205,Yes,12.2,30,0
Kia,KIA347,Hybrid,Automatic,SUV,White,1447000.0,2.3,122,176,No,22.8,301,1
Mercedes,MER375,Petrol,Manual,Sedan,Black,14646000.0,5.0,327,225,Yes,19.4,36,0
Mercedes,MER192,Diesel,Manual,Coupe,Black,9190000.0,3.2,354,200,No,18.8,138,1
Ford,FOR858,Diesel,Manual,Pickup,Blue,1991000.0,3.3,241,219,Yes,18.5,415,1
Mercedes,MER536,Diesel,Manual,Sedan,Blue,8686000.0,4.7,265,202,Yes,19.3,86,0
Toyota,TOY489,Diesel,Automatic,Pickup,Blue,1344000.0,1.6,157,196,No,17.2,517,1
Audi,AUD891,Diesel,Manual,Coupe,Blue,7670000.0,3.6,375,276,Yes,15.6,302,1
BMW,BMW346,Diesel,Manual,Coupe,White,4820000.0,2.2,212,241,Yes,12.9,61,0
Toyota,TOY573,Hybrid,Automatic,Coupe,Blue,4130000.0,3.2,152,215,No,29.5,356,1
BMW,BMW625,Petrol,Manual,Pickup,Black,12612000.0,5.0,218,240,No,16.0,235,1
Mahindra,MAH251,Diesel,Automatic,Pickup,Silver,4108000.0,1.5,198,155,No,14.0,359,1
Toyota,TOY663,Diesel,Manual,Coupe,Red,3404000.0,2.1,91,208,Yes,13.8,250,1
Tata,TAT633,Petrol,Manual,Pickup,Green,1892000.0,1.3,83,137,No,17.2,589,1
Maruti Suzuki,MAR605,Petrol,Automatic,Coupe,Red,746000.0,1.5,80,173,Yes,12.6,545,1
Mahindra,MAH211,Petrol,Automatic,Hatchback,Red,1475000.0,1.7,106,181,No,19.9,354,1
Mahindra,MAH893,Diesel,Manual,Pickup,Silver,1512000.0,2.3,151,167,No,14.7,189,1
Toyota,TOY536,Diesel,Automatic,Pickup,White,2491000.0,2.2,138,147,No,12.9,522,1
Maruti Suzuki,MAR607,Electric,Automatic,Hatchback,Red,1089000.0,1.8,68,164,No,29.3,572,1
Mahindra,MAH838,Electric,Manual,SUV,Black,2114000.0,3.5,118,185,No,33.5,446,1
Hyundai,HYU905,Diesel,Manual,Pickup,White,3054000.0,3.4,225,206,No,19.8,413,1
Maruti Suzuki,MAR850,Petrol,Manual,SUV,Blue,1766000.0,1.4,71,148,Yes,19.4,585,1
Kia,KIA949,Petrol,Automatic,Pickup,Blue,2130000.0,3.2,156,150,No,18.8,219,1
Toyota,TOY219,Petrol,Automatic,Sedan,Blue,3254000.0,1.2,125,196,Yes,15.2,165,1
Tata,TAT160,Hybrid,Manual,Sedan,Silver,1229000.0,1.9,115,176,Yes,22.7,533,1
Audi,AUD798,Diesel,Manual,Sedan,White,6980000.0,3.8,187,229,No,17.9,308,1
Kia,KIA331,Petrol,Automatic,Hatchback,Green,3641000.0,1.6,190,154,No,19.6,252,1
Mahindra,MAH986,Petrol,Manual,Pickup,Silver,2093000.0,2.7,166,198,No,14.2,342,1
Maruti Suzuki,MAR128,Diesel,Manual,Coupe,Green,1600000.0,1.2,92,177,No,17.0,673,1
Audi,AUD261,Diesel,Automatic,Hatchback,Silver,10501000.0,2.9,227,192,Yes,18.9,134,0
Mercedes,MER676,Petrol,Automatic,Hatchback,Blue,14374000.0,3.4,207,241,Yes,15.9,30,0
Mahindra,MAH139,Hybrid,Manual,Coupe,Black,2631000.0,2.4,186,212,No,29.0,97,1
Maruti Suzuki,MAR445,Petrol,Manual,Hatchback,Grey,1105000.0,1.6,77,165,No,12.8,679,1
Kia,KIA881,Petrol,Automatic,Pickup,White,2234000.0,2.6,245,181,No,13.5,268,1
Honda,HON626,Petrol,Manual,Sedan,Red,2572000.0,3.1,146,197,Yes,18.2,676,1
Ford,FOR132,Diesel,Manual,Coupe,Silver,2514000.0,2.4,199,191,No,14.2,350,1
Tata,TAT915,Petrol,Manual,SUV,Black,1696000.0,1.7,89,167,No,15.9,552,1
Ford,FOR410,Petrol,Manual,Sedan,Green,2419000.0,2.1,196,211,Yes,13.4,434,1
Mercedes,MER139,Electric,Automatic,Hatchback,Black,10096000.0,2.4,255,228,No,26.2,305,1
Tata,TAT340,Hybrid,Automatic,Pickup,Black,2123000.0,1.2,104,175,Yes,20.9,542,1
Honda,HON336,Diesel,Manual,Pickup,Red,2863000.0,3.3,122,214,Yes,16.2,432,1
Toyota,TOY426,Petrol,Automatic,SUV,Silver,2319000.0,1.8,176,178,No,15.9,261,1
BMW,BMW422,Petrol,Manual,Hatchback,Blue,7346000.0,4.4,309,237,No,18.6,276,1
Toyota,TOY716,Diesel,Manual,SUV,Black,1715000.0,2.8,93,142,No,16.2,441,1
Kia,KIA808,Diesel,Manual,Coupe,Grey,2067000.0,3.4,233,225,Yes,12.5,188,1
Hyundai,HYU780,Hybrid,Automatic,Pickup,Green,2724000.0,1.6,182,174,Yes,29.5,328,1
Ford,FOR185,Hybrid,Automatic,Hatchback,Black,4510000.0,2.5,193,151,Yes,22.2,394,1
Audi,AUD420,Petrol,Manual,Sedan,Grey,8976000.0,3.7,432,204,Yes,13.5,339,1
Hyundai,HYU371,Hybrid,Automatic,Pickup,Black,4255000.0,2.3,156,161,No,28.9,503,1
Toyota,TOY360,Hybrid,Automatic,Sedan,Grey,1428000.0,2.2,118,151,No,23.9,566,1
Ford,FOR259,Hybrid,Manual,Coupe,White,1815000.0,3.4,97,208,No,21.6,272,1
Audi,AUD921,Electric,Manual,Sedan,Grey,14299000.0,4.3,436,228,Yes,26.5,284,1
Toyota,TOY311,Diesel,Manual,SUV,Silver,1737000.0,2.9,124,175,No,19.8,453,1
Maruti Suzuki,MAR619,Hybrid,Automatic,Sedan,White,2058000.0,1.6,104,141,Yes,30.0,649,1
BMW,BMW183,Hybrid,Manual,Pickup,White,8857000.0,3.8,256,187,Yes,25.7,404,1
Kia,KIA517,Petrol,Automatic,Pickup,Blue,2971000.0,2.4,109,175,No,18.5,77,1
Tata,TAT238,Electric,Manual,Coupe,Silver,1089000.0,1.4,89,171,No,34.8,577,1
Ford,FOR526,Diesel,Manual,Pickup,White,3044000.0,2.9,166,198,No,19.0,450,1
Mahindra,MAH933,Petrol,Manual,Coupe,Grey,4383000.0,2.2,227,187,Yes,12.8,605,1
Hyundai,HYU191,Hybrid,Manual,Coupe,Silver,1770000.0,2.3,105,222,No,28.6,647,1
Mercedes,MER446,Hybrid,Manual,Pickup,Black,15569000.0,3.1,448,226,Yes,28.2,212,0
Toyota,TOY674,Petrol,Manual,Coupe,Red,2745000.0,2.8,184,224,No,14.7,598,1
Audi,AUD205,Petrol,Automatic,SUV,Silver,11851000.0,3.7,406,233,Yes,12.9,427,1
Mercedes,MER388,Petrol,Automatic,Sedan,Blue,17078000.0,4.9,426,184,Yes,14.0,30,0
Honda,HON896,Hybrid,Manual,Hatchback,Black,1702000.0,2.6,203,164,No,28.5,550,1
Honda,HON269,Hybrid,Manual,SUV,Green,4665000.0,2.2,245,190,No,24.2,377,1
Maruti Suzuki,MAR625,Petrol,Manual,Hatchback,Blue,1809000.0,1.3,75,159,No,15.1,698,1
Hyundai,HYU140,Petrol,Automatic,Coupe,Blue,2955000.0,3.3,155,229,Yes,19.3,710,1
BMW,BMW489,Hybrid,Manual,Hatchback,Black,16263000.0,3.5,363,208,Yes,26.5,185,0
Ford,FOR442,Diesel,Manual,Pickup,Grey,1882000.0,1.3,184,209,Yes,12.2,109,1
Mercedes,MER810,Diesel,Manual,Coupe,Red,8345000.0,3.4,359,220,Yes,12.5,400,1
Mahindra,MAH794,Electric,Manual,SUV,Black,1541000.0,2.0,196,150,Yes,28.5,311,1
Maruti Suzuki,MAR774,Petrol,Manual,Coupe,Black,1537000.0,2.0,77,149,Yes,15.2,774,1
Maruti Suzuki,MAR315,Petrol,Manual,Coupe,Blue,2236000.0,1.7,82,144,Yes,14.8,633,1
Mercedes,MER365,Petrol,Manual,Sedan,Green,14579000.0,4.2,401,209,Yes,17.7,340,1
Maruti Suzuki,MAR820,Diesel,Manual,Pickup,Silver,1353000.0,1.2,67,149,No,13.3,809,1
Ford,FOR925,Petrol,Manual,Sedan,White,3362000.0,2.7,174,142,Yes,12.5,319,1
Audi,AUD406,Petrol,Manual,Hatchback,Green,12795000.0,4.0,227,244,No,18.4,235,1
Mahindra,MAH651,Electric,Manual,SUV,Grey,2128000.0,2.3,163,167,No,37.3,269,1
Kia,KIA177,Petrol,Automatic,SUV,Blue,2924000.0,2.3,227,157,No,12.8,211,1
Hyundai,HYU527,Petrol,Automatic,Hatchback,Black,2816000.0,1.6,101,174,No,13.8,350,1
Toyota,TOY221,Petrol,Manual,Coupe,Green,1616000.0,2.5,94,247,No,14.7,284,1
Ford,FOR143,Petrol,Manual,Pickup,Grey,3742000.0,3.1,134,199,Yes,18.7,254,1
Hyundai,HYU532,Hybrid,Manual,SUV,Silver,4224000.0,3.2,243,177,No,29.7,637,1
BMW,BMW864,Petrol,Manual,Hatchback,Blue,9918000.0,2.7,318,225,Yes,15.7,30,0
Kia,KIA208,Petrol,Manual,Coupe,White,3415000.0,3.4,169,197,Yes,18.1,582,1
Mahindra,MAH732,Hybrid,Automatic,Coupe,Silver,2498000.0,3.1,99,203,Yes,20.9,336,1
Mercedes,MER774,Petrol,Automatic,Hatchback,Silver,11323000.0,4.6,319,200,No,17.8,103,0
Kia,KIA900,Petrol,Manual,SUV,Blue,3692000.0,3.0,192,153,No,17.4,232,1
Maruti Suzuki,MAR822,Diesel,Manual,Sedan,Red,2081000.0,1.4,96,141,No,12.8,255,1
BMW,BMW692,Diesel,Manual,SUV,Green,11156000.0,3.8,290,207,Yes,18.6,389,1
Toyota,TOY815,Diesel,Manual,SUV,Red,2037000.0,1.7,225,212,No,13.8,368,1
Ford,FOR173,Diesel,Automatic,Hatchback,Blue,1389000.0,1.4,131,200,Yes,16.1,691,1
Toyota,TOY448,Petrol,Manual,SUV,Grey,3891000.0,1.4,201,214,Yes,13.7,219,1
Audi,AUD381,Diesel,Manual,Sedan,Black,14622000.0,4.1,183,196,Yes,16.8,757,1
Toyota,TOY466,Petrol,Manual,Sedan,Silver,2178000.0,2.8,132,171,Yes,15.0,443,1
Tata,TAT110,Hybrid,Automatic,Hatchback,Green,1554000.0,1.1,72,132,Yes,21.1,570,1
Mahindra,MAH534,Petrol,Manual,Pickup,Grey,3828000.0,2.7,166,144,No,19.7,106,1
BMW,BMW603,Petrol,Manual,Sedan,Green,8859000.0,4.0,426,228,Yes,13.7,476,1
Honda,HON263,Hybrid,Automatic,Coupe,Green,3416000.0,1.2,220,231,Yes,21.4,676,1
Maruti Suzuki,MAR675,Hybrid,Manual,Sedan,Black,1172000.0,1.6,89,126,No,20.9,520,1
Audi,AUD126,Petrol,Automatic,Sedan,Black,8704000.0,4.5,345,222,No,15.8,315,1
Mercedes,MER445,Petrol,Manual,Coupe,Green,14121000.0,3.8,441,226,Yes,13.7,225,1
Mercedes,MER980,Petrol,Automatic,Hatchback,Silver,10574000.0,2.3,278,192,Yes,14.7,129,0
Tata,TAT576,Hybrid,Manual,Hatchback,White,2112000.0,1.7,60,135,Yes,20.1,461,1
Ford,FOR144,Electric,Manual,Sedan,Red,4790000.0,2.9,172,204,No,35.6,621,1
Honda,HON672,Diesel,Automatic,Sedan,Blue,2230000.0,2.4,178,176,Yes,13.4,340,1
Mahindra,MAH539,Diesel,Manual,Coupe,Blue,1682000.0,3.3,199,228,Yes,16.6,161,1
BMW,BMW477,Petrol,Automatic,Hatchback,Grey,15140000.0,4.9,283,229,Yes,14.9,138,0
Mercedes,MER169,Hybrid,Automatic,Pickup,Grey,10484000.0,3.5,249,230,No,22.7,138,0
BMW,BMW808,Petrol,Automatic,Hatchback,Green,13932000.0,2.5,279,223,Yes,16.8,399,1
Audi,AUD401,Electric,Manual,Sedan,Blue,17574000.0,3.6,425,239,Yes,39.4,289,1
Mercedes,MER447,Petrol,Manual,Sedan,Red,16962000.0,4.5,306,194,Yes,19.3,55,0
Audi,AUD489,Diesel,Manual,SUV,Silver,10252000.0,4.1,309,185,Yes,13.1,397,1
Hyundai,HYU875,Diesel,Manual,Sedan,Blue,3602000.0,2.0,171,201,No,18.0,778,1
Mercedes,MER904,Petrol,Manual,SUV,Green,7944000.0,3.1,414,246,Yes,15.6,286,1
Tata,TAT619,Petrol,Automatic,Sedan,Red,685000.0,1.3,73,134,No,16.0,351,1
Tata,TAT786,Diesel,Manual,Coupe,White,2081000.0,1.6,95,179,Yes,17.0,532,1
Maruti Suzuki,MAR119,Petrol,Automatic,Pickup,Red,2002000.0,1.3,74,150,No,16.1,710,1
Tata,TAT439,Diesel,Manual,Sedan,Silver,655000.0,1.7,87,161,Yes,15.8,348,1
Ford,FOR314,Petrol,Manual,Pickup,Black,4662000.0,2.0,247,145,No,17.5,544,1
Hyundai,HYU538,Diesel,Automatic,Pickup,Green,3878000.0,3.0,105,205,No,13.7,522,1
Mercedes,MER678,Petrol,Manual,Coupe,Silver,5672000.0,2.7,309,289,Yes,13.7,246,1
Toyota,TOY722,Diesel,Manual,Pickup,White,4747000.0,2.6,200,184,No,18.3,277,1
Ford,FOR763,Diesel,Manual,SUV,Black,4455000.0,2.5,156,208,Yes,19.8,382,1
Mercedes,MER800,Diesel,Manual,SUV,White,14863000.0,3.6,290,225,No,14.2,45,0
Toyota,TOY280,Petrol,Manual,Coupe,Black,2901000.0,3.5,191,241,No,18.5,548,1
Honda,HON720,Petrol,Manual,SUV,Black,2458000.0,2.7,184,189,No,13.3,516,1
Hyundai,HYU779,Petrol,Manual,Sedan,Blue,2227000.0,1.9,186,217,Yes,19.6,439,1
Mercedes,MER376,Petrol,Automatic,Sedan,Black,6567000.0,3.2,405,244,Yes,13.9,45,0
BMW,BMW297,Petrol,Manual,Sedan,Blue,7995000.0,2.7,274,236,Yes,17.2,310,1
Audi,AUD984,Petrol,Manual,Pickup,Red,7214000.0,2.7,182,234,Yes,18.8,457,1
Mercedes,MER350,Diesel,Manual,Hatchback,Blue,14015000.0,2.2,385,183,No,12.8,40,0
Mahindra,MAH277,Hybrid,Automatic,Pickup,Black,3911000.0,2.8,114,158,No,22.9,30,0
Mahindra,MAH822,Petrol,Manual,SUV,White,1810000.0,1.9,206,159,No,18.7,30,1
Mahindra,MAH131,Petrol,Automatic,Hatchback,Grey,2858000.0,2.8,172,140,No,19.4,248,1
Toyota,TOY850,Petrol,Automatic,Coupe,White,1704000.0,3.4,94,233,Yes,16.3,281,1
Kia,KIA340,Diesel,Manual,Pickup,Blue,2489000.0,3.0,232,182,Yes,14.8,351,1
Hyundai,HYU115,Petrol,Automatic,Sedan,Black,1649000.0,2.8,134,144,No,17.3,503,1
Audi,AUD971,Hybrid,Automatic,SUV,Grey,6763000.0,4.1,197,240,Yes,23.1,248,1
Maruti Suzuki,MAR554,Diesel,Manual,Pickup,Green,767000.0,1.8,91,138,No,15.2,809,1
Hyundai,HYU542,Petrol,Manual,Coupe,Silver,3683000.0,2.7,216,224,Yes,15.3,418,1
Toyota,TOY383,Petrol,Manual,Hatchback,Black,2528000.0,1.5,214,200,Yes,14.0,438,1
Audi,AUD482,Diesel,Manual,Pickup,Blue,9718000.0,2.1,283,224,No,12.7,407,1
Honda,HON622,Petrol,Manual,Hatchback,Blue,3333000.0,3.5,204,183,Yes,16.3,481,1
Ford,FOR949,Hybrid,Manual,SUV,White,1528000.0,1.7,119,181,No,22.1,423,1
Mercedes,MER204,Petrol,Automatic,Hatchback,Green,12484000.0,3.6,184,232,Yes,13.5,128,0
Ford,FOR341,Electric,Manual,Pickup,Blue,2388000.0,1.2,248,188,Yes,31.3,509,1
Hyundai,HYU865,Diesel,Manual,Hatchback,Red,1765000.0,2.8,135,219,Yes,19.6,503,1
Audi,AUD302,Hybrid,Manual,Coupe,White,8753000.0,2.2,442,207,No,28.6,166,1
Honda,HON636,Petrol,Manual,Pickup,Grey,3382000.0,2.1,93,140,No,13.6,30,0
Ford,FOR792,Diesel,Manual,Hatchback,Silver,3410000.0,3.0,150,152,Yes,18.4,282,1
Kia,KIA129,Petrol,Manual,Hatchback,Blue,2463000.0,1.9,212,214,Yes,19.3,351,1
Maruti Suzuki,MAR784,Petrol,Manual,Sedan,Grey,775000.0,2.0,72,131,Yes,19.1,429,1
Hyundai,HYU632,Petrol,Automatic,Hatchback,Black,4348000.0,2.8,109,178,No,18.5,391,1
Mahindra,MAH837,Hybrid,Automatic,Sedan,Red,2171000.0,3.2,174,196,Yes,23.7,331,1
Hyundai,HYU889,Hybrid,Automatic,SUV,White,3349000.0,3.4,142,193,No,21.7,592,1
Maruti Suzuki,MAR172,Petrol,Manual,Hatchback,Green,1964000.0,1.7,69,134,No,19.3,543,1
Honda,HON291,Petrol,Manual,Sedan,Silver,2440000.0,3.1,135,215,Yes,19.3,377,1
